,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
18042,41,services,married,unknown,yes,-1,no,yes,cellular,30,jul,1171,4,-1,0,unknown,yes
18049,35,admin,divorced,secondary,no,0,no,no,cellular,30,jul,186,6,-1,0,unknown,no
18050,41,blue-collar,divorced,primary,no,0,no,no,cellular,30,jul,509,2,-1,0,unknown,yes
18064,35,blue-collar,married,primary,no,0,yes,no,cellular,30,jul,359,2,-1,0,unknown,no
18066,53,unemployed,single,secondary,no,4,no,no,cellular,30,jul,259,3,-1,0,unknown,no
18071,43,self-employed,divorced,primary,no,0,no,no,cellular,30,jul,266,6,-1,0,unknown,no
18074,60,retired,married,primary,no,0,no,no,telephone,30,jul,130,3,-1,0,unknown,no
18097,40,admin,divorced,secondary,no,4,no,no,cellular,30,jul,63,3,-1,0,unknown,no
18098,37,student,divorced,tertiary,no,0,no,no,telephone,30,jul,100,6,-1,0,unknown,no
18107,27,housemaid,married,primary,no,3,yes,yes,cellular,30,jul,64,4,-1,0,unknown,no
18111,33,admin,married,secondary,no,0,yes,no,cellular,30,jul,41,5,-1,0,unknown,no
18117,35,unemployed,single,secondary,no,0,no,no,cellular,30,jul,740,3,-1,0,unknown,no
18129,53,management,single,tertiary,no,0,no,no,cellular,30,jul,595,1,-1,0,unknown,no
18131,52,management,divorced,tertiary,no,0,yes,yes,cellular,30,jul,278,3,-1,0,unknown,no
18139,53,retired,married,primary,no,0,no,no,cellular,30,jul,123,1,-1,0,unknown,no
18145,44,self-employed,single,secondary,no,0,no,no,cellular,30,jul,187,3,-1,0,unknown,no
18148,51,housemaid,married,primary,no,0,yes,no,telephone,30,jul,191,3,-1,0,unknown,no
18152,35,services,married,secondary,no,0,yes,no,cellular,30,jul,251,3,-1,0,unknown,no
18163,46,unemployed,divorced,secondary,no,0,no,no,cellular,30,jul,638,3,-1,0,unknown,no
18171,27,management,single,tertiary,no,1,yes,no,cellular,30,jul,764,4,-1,0,unknown,yes
18176,36,blue-collar,married,secondary,no,0,yes,no,cellular,30,jul,184,6,-1,0,unknown,no
18185,53,management,divorced,tertiary,yes,0,yes,yes,cellular,30,jul,75,5,-1,0,unknown,no
18188,56,unemployed,divorced,tertiary,no,0,yes,no,cellular,30,jul,1259,6,-1,0,unknown,no
18202,48,self-employed,married,tertiary,no,0,no,no,cellular,30,jul,100,5,-1,0,unknown,no
18204,43,blue-collar,single,primary,no,2,yes,no,cellular,30,jul,783,3,-1,0,unknown,no
18213,59,management,divorced,tertiary,no,0,no,no,telephone,30,jul,196,3,-1,0,unknown,no
18220,52,management,married,secondary,no,0,no,no,cellular,30,jul,249,3,-1,0,unknown,no
18253,27,services,single,secondary,no,0,yes,no,cellular,31,jul,35,6,-1,0,unknown,no
18266,58,management,married,tertiary,no,0,no,no,cellular,31,jul,85,4,-1,0,unknown,no
18281,44,services,married,secondary,no,0,no,no,cellular,31,jul,160,5,-1,0,unknown,no
18283,27,technician,single,secondary,no,0,no,no,cellular,31,jul,13,3,-1,0,unknown,no
18301,41,management,single,tertiary,no,0,no,no,cellular,31,jul,24,4,-1,0,unknown,no
18357,44,management,married,tertiary,no,0,yes,no,cellular,31,jul,49,5,-1,0,unknown,no
18382,51,unemployed,divorced,tertiary,no,0,no,no,cellular,31,jul,574,2,-1,0,unknown,yes
18384,46,technician,married,secondary,no,0,yes,no,telephone,31,jul,181,2,-1,0,unknown,no
18408,43,services,divorced,secondary,no,0,no,no,cellular,31,jul,106,4,-1,0,unknown,no
18411,32,services,married,secondary,no,0,no,no,cellular,31,jul,105,6,-1,0,unknown,no
18419,41,blue-collar,married,primary,no,0,no,no,cellular,31,jul,22,2,-1,0,unknown,no
18444,46,unemployed,married,primary,no,1,yes,no,cellular,31,jul,43,2,-1,0,unknown,no
18468,38,management,married,tertiary,no,0,no,yes,cellular,31,jul,122,2,-1,0,unknown,no
18477,55,management,married,tertiary,no,2,no,yes,cellular,31,jul,126,2,-1,0,unknown,no
18483,56,retired,married,secondary,no,0,no,no,telephone,31,jul,45,2,-1,0,unknown,no
18494,41,management,married,secondary,no,0,no,no,cellular,31,jul,83,2,-1,0,unknown,no
18497,33,blue-collar,single,secondary,no,5,yes,no,cellular,31,jul,188,3,-1,0,unknown,no
18507,48,management,married,tertiary,yes,0,yes,no,cellular,31,jul,281,4,-1,0,unknown,no
18515,35,blue-collar,married,primary,no,0,no,no,cellular,31,jul,57,4,-1,0,unknown,no
18524,37,services,married,secondary,no,0,yes,yes,cellular,31,jul,187,2,-1,0,unknown,no
18526,46,entrepreneur,married,unknown,no,4,no,yes,cellular,31,jul,171,4,-1,0,unknown,no
18539,44,entrepreneur,divorced,secondary,no,1,no,no,cellular,31,jul,388,4,-1,0,unknown,no
18549,41,blue-collar,divorced,secondary,no,3,yes,no,cellular,31,jul,228,4,-1,0,unknown,no
18550,53,blue-collar,married,secondary,no,0,no,no,telephone,31,jul,36,4,-1,0,unknown,no
18564,51,entrepreneur,divorced,secondary,no,1,yes,yes,cellular,31,jul,300,1,-1,0,unknown,no
18586,52,technician,married,secondary,no,-1,no,yes,cellular,31,jul,166,1,-1,0,unknown,no
18589,44,admin,married,secondary,no,0,no,no,cellular,31,jul,209,1,-1,0,unknown,no
18596,42,blue-collar,married,primary,no,0,yes,no,telephone,31,jul,190,4,-1,0,unknown,no
18620,39,entrepreneur,married,tertiary,no,0,no,no,cellular,31,jul,70,3,-1,0,unknown,no
18628,34,services,married,unknown,no,0,yes,no,telephone,31,jul,65,4,-1,0,unknown,no
18629,40,management,single,tertiary,no,0,no,no,cellular,31,jul,162,5,-1,0,unknown,no
18659,52,services,divorced,secondary,no,0,no,no,cellular,31,jul,530,3,-1,0,unknown,no
18684,34,management,single,tertiary,no,1,no,no,cellular,31,jul,36,6,-1,0,unknown,no
18733,35,unemployed,single,secondary,no,0,no,no,cellular,31,jul,299,3,-1,0,unknown,no
18784,53,retired,married,primary,no,0,no,no,cellular,31,jul,85,3,-1,0,unknown,no
18826,47,management,married,tertiary,no,0,no,no,cellular,4,aug,491,1,-1,0,unknown,no
18836,36,management,married,tertiary,no,0,no,yes,cellular,4,aug,89,1,-1,0,unknown,no
18838,38,technician,married,secondary,no,0,yes,no,cellular,4,aug,71,1,-1,0,unknown,no
18839,37,management,married,tertiary,no,0,no,no,cellular,4,aug,96,1,-1,0,unknown,no
18846,42,technician,married,secondary,no,0,no,no,cellular,4,aug,240,1,-1,0,unknown,no
18862,57,management,married,secondary,no,0,yes,no,cellular,4,aug,157,1,-1,0,unknown,no
18867,45,blue-collar,married,unknown,no,0,no,no,cellular,4,aug,408,1,-1,0,unknown,no
18879,57,housemaid,married,tertiary,no,3,no,no,cellular,4,aug,142,2,-1,0,unknown,no
18890,46,unknown,married,unknown,no,0,no,no,cellular,4,aug,343,1,-1,0,unknown,no
18894,36,management,divorced,tertiary,no,0,no,no,cellular,4,aug,1165,1,-1,0,unknown,yes
18905,47,services,married,primary,no,0,yes,no,cellular,4,aug,226,1,-1,0,unknown,no
18906,45,unemployed,married,primary,no,2,no,no,cellular,4,aug,413,1,-1,0,unknown,no
18914,58,retired,married,primary,no,0,no,no,cellular,4,aug,506,1,-1,0,unknown,no
18916,53,technician,single,secondary,no,0,no,no,cellular,4,aug,134,2,-1,0,unknown,no
18919,55,retired,married,secondary,no,0,no,no,cellular,4,aug,1110,1,-1,0,unknown,yes
18929,37,technician,single,secondary,no,0,no,no,cellular,4,aug,69,2,-1,0,unknown,no
18941,50,admin,married,secondary,no,0,no,no,cellular,4,aug,86,4,-1,0,unknown,no
18958,40,technician,married,secondary,no,4,yes,yes,cellular,4,aug,135,3,-1,0,unknown,no
18972,39,technician,married,secondary,no,0,no,no,cellular,4,aug,281,3,-1,0,unknown,no
18977,45,admin,married,secondary,no,0,yes,yes,cellular,4,aug,368,2,-1,0,unknown,no
18993,43,technician,married,tertiary,no,0,no,no,cellular,4,aug,1488,2,-1,0,unknown,yes
18999,60,management,divorced,secondary,no,0,no,no,cellular,5,aug,603,3,-1,0,unknown,yes
19033,48,blue-collar,married,primary,no,0,no,yes,cellular,5,aug,67,1,-1,0,unknown,no
19043,52,technician,married,tertiary,no,0,no,yes,cellular,5,aug,409,1,-1,0,unknown,no
19046,46,management,divorced,tertiary,no,3,yes,yes,cellular,5,aug,328,1,-1,0,unknown,no
19053,59,technician,divorced,secondary,no,0,no,no,cellular,5,aug,54,1,-1,0,unknown,no
19054,46,admin,married,secondary,no,0,no,no,cellular,5,aug,109,1,-1,0,unknown,no
19071,33,technician,single,tertiary,no,0,no,no,cellular,5,aug,122,1,-1,0,unknown,no
19079,59,retired,married,primary,yes,-1,no,no,cellular,5,aug,229,2,-1,0,unknown,no
19090,55,blue-collar,married,primary,no,0,no,no,cellular,5,aug,334,2,-1,0,unknown,no
19091,34,technician,married,secondary,no,0,no,no,cellular,5,aug,95,2,-1,0,unknown,no
19092,35,management,married,tertiary,no,0,yes,no,cellular,5,aug,148,2,-1,0,unknown,no
19104,60,admin,married,secondary,no,0,no,no,cellular,5,aug,202,1,-1,0,unknown,no
19124,60,retired,married,secondary,no,0,no,no,cellular,5,aug,143,3,-1,0,unknown,no
19133,37,technician,married,secondary,no,0,no,no,cellular,5,aug,409,1,-1,0,unknown,no
19141,47,admin,married,secondary,no,0,no,no,cellular,5,aug,109,4,-1,0,unknown,no
19156,45,services,married,secondary,no,0,no,no,cellular,5,aug,196,2,-1,0,unknown,no
19164,54,management,married,tertiary,no,0,no,no,cellular,5,aug,214,3,-1,0,unknown,no
19184,57,retired,married,primary,no,0,no,no,cellular,5,aug,147,2,-1,0,unknown,no
19207,42,management,married,tertiary,no,0,no,no,cellular,6,aug,81,3,-1,0,unknown,no
19211,38,technician,single,tertiary,no,0,no,no,cellular,6,aug,89,2,-1,0,unknown,no
19214,39,technician,married,secondary,no,0,no,no,cellular,6,aug,84,4,-1,0,unknown,no
19216,56,retired,married,secondary,no,0,no,no,cellular,6,aug,113,3,-1,0,unknown,no
19232,59,retired,married,secondary,no,0,no,no,cellular,6,aug,142,2,-1,0,unknown,no
19234,32,technician,married,secondary,no,0,no,no,cellular,6,aug,254,2,-1,0,unknown,no
19236,54,housemaid,married,unknown,no,0,no,no,cellular,6,aug,189,2,-1,0,unknown,no
19260,34,management,married,tertiary,no,0,no,no,cellular,6,aug,139,2,-1,0,unknown,no
19262,45,management,divorced,tertiary,no,1,no,no,cellular,6,aug,490,2,-1,0,unknown,yes
19291,40,management,single,tertiary,no,0,no,no,cellular,6,aug,641,6,-1,0,unknown,yes
19296,47,management,married,secondary,no,-1,no,no,cellular,6,aug,302,4,-1,0,unknown,no
19303,55,management,married,tertiary,no,0,no,no,cellular,6,aug,341,2,-1,0,unknown,no
19306,43,management,married,tertiary,no,0,no,no,cellular,6,aug,124,2,-1,0,unknown,no
19311,55,retired,married,primary,no,0,yes,no,cellular,6,aug,113,4,-1,0,unknown,no
19337,57,management,married,tertiary,no,0,no,no,cellular,6,aug,100,6,-1,0,unknown,no
19343,49,management,married,tertiary,no,0,no,no,cellular,6,aug,44,2,-1,0,unknown,no
19344,35,technician,single,tertiary,no,0,yes,no,cellular,6,aug,411,2,-1,0,unknown,no
19352,50,unemployed,single,tertiary,no,0,yes,no,cellular,6,aug,102,2,-1,0,unknown,no
19358,41,management,divorced,secondary,no,0,no,no,cellular,6,aug,438,2,-1,0,unknown,no
19361,57,retired,married,primary,no,0,yes,no,cellular,6,aug,83,2,-1,0,unknown,no
19386,48,blue-collar,married,secondary,no,0,no,no,cellular,6,aug,311,5,-1,0,unknown,no
19391,58,retired,married,secondary,no,4,no,yes,cellular,6,aug,147,1,-1,0,unknown,no
19404,46,housemaid,married,primary,no,0,no,no,cellular,6,aug,322,5,-1,0,unknown,no
19415,35,management,married,tertiary,no,0,no,no,cellular,6,aug,543,4,-1,0,unknown,no
19434,46,blue-collar,married,primary,no,0,no,no,cellular,6,aug,178,4,-1,0,unknown,no
19439,46,technician,married,secondary,no,0,no,no,cellular,6,aug,132,2,-1,0,unknown,no
19441,39,management,single,tertiary,no,0,no,no,cellular,6,aug,135,2,-1,0,unknown,no
19448,56,retired,married,secondary,no,0,no,yes,cellular,7,aug,110,4,-1,0,unknown,no
19455,49,admin,married,secondary,no,0,no,no,cellular,7,aug,301,2,-1,0,unknown,no
19466,52,entrepreneur,married,secondary,no,0,no,no,cellular,7,aug,82,2,-1,0,unknown,no
19468,41,management,single,tertiary,no,0,no,no,cellular,7,aug,91,2,-1,0,unknown,no
19524,40,technician,divorced,secondary,no,0,no,no,cellular,7,aug,674,2,-1,0,unknown,yes
19525,52,management,married,tertiary,no,0,no,no,cellular,7,aug,306,4,-1,0,unknown,no
19537,60,management,married,tertiary,no,0,no,no,cellular,7,aug,401,3,-1,0,unknown,yes
19539,32,technician,single,tertiary,no,0,no,no,cellular,7,aug,268,2,-1,0,unknown,no
19609,51,blue-collar,married,primary,no,0,no,no,cellular,7,aug,228,6,-1,0,unknown,no
19616,30,technician,single,secondary,yes,1,no,no,cellular,7,aug,407,4,-1,0,unknown,no
19617,36,technician,married,secondary,no,0,no,no,cellular,7,aug,171,2,-1,0,unknown,no
19618,49,blue-collar,married,primary,no,0,yes,no,cellular,7,aug,76,3,-1,0,unknown,no
19658,51,retired,married,secondary,no,0,no,no,cellular,7,aug,131,4,-1,0,unknown,no
19661,30,management,married,tertiary,no,0,no,no,cellular,7,aug,74,1,-1,0,unknown,no
19673,41,self-employed,single,tertiary,no,0,no,no,cellular,7,aug,408,1,-1,0,unknown,no
19684,36,management,single,tertiary,no,0,yes,yes,cellular,7,aug,122,5,-1,0,unknown,no
19687,33,management,married,tertiary,no,5,yes,no,unknown,7,aug,12,1,-1,0,unknown,no
19693,34,technician,single,secondary,no,0,no,no,cellular,7,aug,181,3,-1,0,unknown,no
19707,59,retired,married,primary,no,6,no,no,cellular,7,aug,448,3,-1,0,unknown,no
19717,30,technician,married,tertiary,no,0,no,no,cellular,7,aug,111,5,-1,0,unknown,no
19719,47,blue-collar,married,primary,no,0,no,no,cellular,7,aug,293,4,-1,0,unknown,no
19727,48,services,married,secondary,no,0,no,no,cellular,7,aug,163,5,-1,0,unknown,no
19734,56,blue-collar,married,primary,no,0,no,no,cellular,7,aug,152,6,-1,0,unknown,no
19740,30,technician,single,secondary,no,0,no,no,cellular,7,aug,82,3,-1,0,unknown,no
19745,34,unemployed,married,tertiary,no,0,no,no,cellular,8,aug,201,6,-1,0,unknown,no
19746,48,admin,married,secondary,no,2,no,no,cellular,8,aug,152,6,-1,0,unknown,no
19749,37,technician,single,secondary,no,3,yes,no,cellular,8,aug,90,5,-1,0,unknown,no
19763,33,housemaid,married,primary,no,0,no,no,cellular,8,aug,138,2,-1,0,unknown,no
19784,32,management,single,tertiary,no,0,no,no,cellular,8,aug,282,4,-1,0,unknown,no
19799,31,technician,single,tertiary,no,6,no,no,cellular,8,aug,243,2,-1,0,unknown,no
19834,41,self-employed,married,secondary,no,0,no,no,cellular,8,aug,197,2,-1,0,unknown,no
19838,42,self-employed,married,tertiary,no,0,no,no,cellular,8,aug,118,6,-1,0,unknown,no
19866,39,self-employed,divorced,tertiary,no,0,no,no,cellular,8,aug,34,2,-1,0,unknown,no
19868,43,management,married,tertiary,no,6,no,no,cellular,8,aug,324,2,-1,0,unknown,no
19876,53,unemployed,divorced,tertiary,no,0,yes,yes,cellular,8,aug,140,2,-1,0,unknown,no
19889,55,self-employed,married,primary,no,0,no,no,cellular,8,aug,138,2,-1,0,unknown,no
19914,50,blue-collar,married,secondary,no,0,no,no,cellular,8,aug,192,2,-1,0,unknown,no
19919,30,management,single,tertiary,no,0,no,no,cellular,8,aug,88,5,-1,0,unknown,no
19936,38,technician,married,tertiary,no,-1,no,no,cellular,8,aug,188,4,-1,0,unknown,no
19949,59,technician,divorced,tertiary,no,0,no,no,cellular,8,aug,124,4,-1,0,unknown,no
19955,30,technician,single,secondary,no,0,no,no,cellular,8,aug,216,2,-1,0,unknown,no
19978,51,services,married,primary,no,0,no,no,cellular,8,aug,121,2,-1,0,unknown,no
20004,32,management,married,tertiary,no,0,no,no,cellular,8,aug,83,1,-1,0,unknown,no
20017,31,management,single,tertiary,no,2,no,no,cellular,8,aug,848,1,-1,0,unknown,yes
20023,36,technician,divorced,secondary,no,1,no,no,cellular,8,aug,1242,3,-1,0,unknown,yes
20042,46,management,married,tertiary,no,4,no,no,cellular,8,aug,1206,4,-1,0,unknown,yes
20073,35,technician,single,tertiary,no,0,no,no,cellular,11,aug,176,3,-1,0,unknown,no
20092,45,management,married,tertiary,no,0,no,no,cellular,11,aug,102,4,-1,0,unknown,no
20124,31,management,married,tertiary,no,0,no,no,cellular,11,aug,84,2,-1,0,unknown,no
20135,30,entrepreneur,married,tertiary,no,5,no,no,cellular,11,aug,126,2,-1,0,unknown,no
20145,35,technician,single,secondary,no,2,no,no,cellular,11,aug,239,4,-1,0,unknown,no
20160,52,blue-collar,married,primary,no,0,no,no,cellular,11,aug,179,4,-1,0,unknown,no
20161,36,management,single,tertiary,no,0,no,no,cellular,11,aug,108,2,-1,0,unknown,no
20170,30,management,single,secondary,no,0,no,no,cellular,11,aug,101,5,-1,0,unknown,no
20176,58,retired,married,unknown,no,0,no,no,cellular,11,aug,273,2,-1,0,unknown,no
20181,33,housemaid,married,primary,no,0,no,no,cellular,11,aug,237,2,-1,0,unknown,no
20188,45,blue-collar,married,primary,no,0,no,no,cellular,11,aug,79,6,-1,0,unknown,no
20194,43,management,single,tertiary,no,0,no,no,cellular,11,aug,155,2,-1,0,unknown,no
20200,35,technician,married,secondary,no,0,no,no,cellular,11,aug,309,2,-1,0,unknown,no
20211,36,management,married,tertiary,no,-2,no,no,cellular,11,aug,242,2,-1,0,unknown,no
20223,34,management,married,tertiary,no,0,no,no,cellular,11,aug,331,2,-1,0,unknown,no
20259,51,technician,divorced,secondary,no,0,no,no,cellular,11,aug,177,2,-1,0,unknown,no
20266,34,technician,married,tertiary,no,0,no,no,cellular,11,aug,68,4,-1,0,unknown,no
20271,53,management,married,tertiary,no,0,no,no,cellular,11,aug,608,2,-1,0,unknown,yes
20278,58,retired,married,primary,no,0,no,no,cellular,11,aug,566,2,-1,0,unknown,no
20306,37,management,married,tertiary,no,0,no,no,cellular,11,aug,187,4,-1,0,unknown,no
20316,31,management,married,secondary,no,0,no,no,cellular,11,aug,720,1,-1,0,unknown,yes
20331,37,technician,single,secondary,no,4,no,no,cellular,11,aug,933,1,-1,0,unknown,yes
20345,31,technician,single,secondary,no,2,no,yes,cellular,11,aug,104,4,-1,0,unknown,no
20357,50,blue-collar,married,primary,no,0,no,no,cellular,11,aug,72,5,-1,0,unknown,no
20368,41,management,married,tertiary,no,0,no,no,cellular,11,aug,1242,5,-1,0,unknown,yes
20375,46,technician,divorced,tertiary,no,0,yes,no,cellular,11,aug,249,5,-1,0,unknown,no
20421,44,self-employed,married,primary,no,4,no,no,cellular,12,aug,327,2,-1,0,unknown,no
20423,44,technician,divorced,secondary,no,0,no,no,cellular,12,aug,56,2,-1,0,unknown,no
20427,37,management,married,secondary,no,0,no,no,cellular,12,aug,132,2,-1,0,unknown,no
20441,30,housemaid,married,secondary,no,0,no,no,cellular,12,aug,91,2,-1,0,unknown,no
20450,42,technician,single,secondary,yes,0,no,yes,cellular,12,aug,51,4,-1,0,unknown,no
20455,49,management,married,secondary,no,0,no,no,cellular,12,aug,138,2,-1,0,unknown,no
20462,52,management,married,tertiary,no,0,no,no,cellular,12,aug,106,2,-1,0,unknown,no
20486,32,technician,single,secondary,no,5,no,no,cellular,12,aug,105,2,-1,0,unknown,no
20492,47,unemployed,married,tertiary,no,0,no,no,cellular,12,aug,232,5,-1,0,unknown,no
20504,47,management,single,tertiary,no,0,no,no,cellular,12,aug,138,2,-1,0,unknown,no
20513,53,management,married,tertiary,no,-1,no,no,cellular,12,aug,150,2,-1,0,unknown,no
20521,59,retired,married,primary,no,0,no,no,cellular,12,aug,66,2,-1,0,unknown,no
20538,38,management,married,tertiary,no,0,no,no,cellular,12,aug,119,2,-1,0,unknown,no
20545,35,self-employed,married,secondary,no,0,no,no,cellular,12,aug,64,2,-1,0,unknown,no
20578,30,self-employed,married,secondary,no,0,no,no,cellular,12,aug,297,3,-1,0,unknown,no
20586,34,self-employed,married,tertiary,no,0,no,no,cellular,12,aug,117,4,-1,0,unknown,no
20610,57,retired,married,tertiary,no,0,no,no,cellular,12,aug,116,4,-1,0,unknown,no
20670,36,management,married,tertiary,no,0,no,no,cellular,12,aug,243,3,-1,0,unknown,no
20694,57,blue-collar,married,primary,no,0,no,no,cellular,12,aug,120,3,-1,0,unknown,no
20702,55,housemaid,married,primary,no,0,no,no,cellular,13,aug,139,2,-1,0,unknown,no
20703,33,technician,married,secondary,no,0,no,no,cellular,13,aug,78,2,-1,0,unknown,no
20715,57,housemaid,married,primary,no,0,no,no,cellular,13,aug,189,2,-1,0,unknown,no
20763,56,services,married,secondary,no,0,no,no,cellular,13,aug,112,4,-1,0,unknown,no
20783,50,technician,divorced,secondary,no,0,no,no,cellular,13,aug,114,2,-1,0,unknown,no
20797,51,management,divorced,tertiary,no,0,no,no,cellular,13,aug,60,2,-1,0,unknown,no
20799,42,management,married,tertiary,no,0,no,no,cellular,13,aug,325,2,-1,0,unknown,no
20800,51,unknown,married,secondary,no,0,no,no,cellular,13,aug,88,2,-1,0,unknown,no
20802,55,retired,married,primary,no,0,yes,yes,cellular,13,aug,201,2,-1,0,unknown,no
20804,36,management,single,secondary,no,0,no,no,cellular,13,aug,333,5,-1,0,unknown,no
20812,50,management,married,tertiary,no,4,no,no,cellular,13,aug,143,2,-1,0,unknown,no
20814,58,retired,married,tertiary,no,0,no,no,cellular,13,aug,641,4,-1,0,unknown,yes
20818,31,technician,single,secondary,no,4,no,no,cellular,13,aug,202,2,-1,0,unknown,no
20834,30,technician,single,tertiary,no,0,yes,no,cellular,13,aug,150,4,-1,0,unknown,no
20835,60,blue-collar,married,primary,no,0,no,yes,cellular,13,aug,324,4,-1,0,unknown,no
20854,33,management,divorced,tertiary,no,0,no,no,cellular,13,aug,305,2,-1,0,unknown,no
20857,34,technician,married,secondary,no,0,yes,yes,telephone,13,aug,60,2,-1,0,unknown,no
20866,44,management,divorced,tertiary,no,0,no,no,cellular,13,aug,169,2,-1,0,unknown,no
20898,33,technician,married,secondary,no,3,no,no,cellular,13,aug,212,3,-1,0,unknown,no
20980,36,management,married,secondary,no,3,no,no,cellular,14,aug,250,2,-1,0,unknown,no
21023,33,technician,single,tertiary,no,0,no,no,cellular,14,aug,93,2,-1,0,unknown,no
21026,35,management,single,tertiary,no,0,no,yes,cellular,14,aug,370,4,-1,0,unknown,no
21065,45,admin,married,secondary,no,0,no,no,cellular,14,aug,113,2,-1,0,unknown,no
21099,58,retired,married,primary,no,3,no,no,cellular,14,aug,158,2,-1,0,unknown,no
21105,45,housemaid,married,primary,no,0,no,no,cellular,14,aug,195,2,-1,0,unknown,no
21109,45,blue-collar,married,secondary,no,0,no,no,cellular,14,aug,215,2,-1,0,unknown,no
21120,60,housemaid,married,secondary,no,5,no,no,cellular,14,aug,433,5,-1,0,unknown,no
21122,30,management,married,tertiary,no,0,no,no,cellular,14,aug,95,2,-1,0,unknown,no
21126,49,blue-collar,married,secondary,no,0,no,no,cellular,14,aug,189,4,-1,0,unknown,no
21128,46,blue-collar,married,secondary,no,0,no,no,cellular,14,aug,61,4,-1,0,unknown,no
21137,44,technician,divorced,secondary,no,0,yes,yes,cellular,14,aug,388,2,-1,0,unknown,no
21139,32,technician,married,secondary,no,-1,no,no,cellular,14,aug,153,6,-1,0,unknown,no
21147,44,technician,married,tertiary,no,0,no,no,cellular,14,aug,41,2,-1,0,unknown,no
21157,42,self-employed,married,secondary,no,0,no,no,cellular,14,aug,277,4,-1,0,unknown,no
21179,34,management,divorced,tertiary,no,0,no,no,cellular,14,aug,227,3,-1,0,unknown,no
21180,30,technician,single,tertiary,no,0,no,yes,telephone,14,aug,226,3,-1,0,unknown,no
21186,45,management,married,tertiary,no,0,no,no,cellular,14,aug,64,2,-1,0,unknown,no
21206,46,management,married,tertiary,no,3,no,no,cellular,18,aug,92,4,-1,0,unknown,no
21209,45,technician,single,tertiary,no,0,no,no,cellular,18,aug,773,4,-1,0,unknown,yes
21225,32,technician,single,secondary,no,0,no,no,cellular,18,aug,594,4,-1,0,unknown,yes
21234,59,self-employed,married,secondary,no,0,no,no,cellular,18,aug,203,4,-1,0,unknown,no
21236,48,housemaid,married,secondary,no,4,no,no,cellular,18,aug,68,4,-1,0,unknown,no
21258,46,blue-collar,married,secondary,no,5,no,no,cellular,18,aug,71,3,-1,0,unknown,no
21263,46,services,married,secondary,no,0,no,no,cellular,18,aug,74,4,-1,0,unknown,no
21286,48,unemployed,married,secondary,no,0,no,no,cellular,18,aug,195,3,-1,0,unknown,no
21290,35,management,divorced,tertiary,no,0,no,no,cellular,18,aug,100,6,-1,0,unknown,no
21294,36,management,married,tertiary,no,6,yes,no,cellular,18,aug,166,3,-1,0,unknown,no
21296,55,management,divorced,tertiary,no,0,no,no,cellular,18,aug,309,4,-1,0,unknown,yes
21321,34,management,married,tertiary,no,0,no,no,cellular,18,aug,431,6,-1,0,unknown,no
21324,31,technician,single,secondary,no,0,no,no,cellular,18,aug,93,2,-1,0,unknown,no
21330,60,self-employed,married,tertiary,no,3,no,no,cellular,18,aug,80,2,-1,0,unknown,no
21334,60,management,single,tertiary,no,0,no,no,telephone,18,aug,161,2,-1,0,unknown,no
21340,54,blue-collar,married,primary,no,0,no,no,cellular,18,aug,144,2,-1,0,unknown,no
21344,60,retired,married,primary,no,0,no,no,cellular,18,aug,142,3,-1,0,unknown,no
21372,32,technician,married,secondary,no,0,yes,no,cellular,18,aug,143,4,-1,0,unknown,no
21374,35,housemaid,married,primary,no,0,no,no,cellular,18,aug,65,3,-1,0,unknown,no
21393,55,housemaid,married,primary,no,0,no,no,cellular,18,aug,984,2,-1,0,unknown,no
21395,45,self-employed,married,secondary,no,0,no,no,cellular,18,aug,249,6,-1,0,unknown,no
21426,30,management,single,tertiary,no,0,no,no,cellular,18,aug,124,3,-1,0,unknown,no
21428,35,management,single,tertiary,no,0,no,no,cellular,18,aug,276,5,-1,0,unknown,no
21434,52,technician,married,secondary,no,0,no,no,cellular,18,aug,395,4,-1,0,unknown,no
21455,43,management,married,tertiary,no,0,no,no,cellular,18,aug,241,5,-1,0,unknown,no
21463,56,blue-collar,married,unknown,no,0,no,no,cellular,18,aug,82,3,-1,0,unknown,no
21478,49,management,married,tertiary,no,0,no,no,cellular,19,aug,78,6,-1,0,unknown,no
21484,31,management,married,secondary,no,0,no,no,cellular,19,aug,81,2,-1,0,unknown,no
21489,47,technician,married,secondary,no,0,no,no,cellular,19,aug,203,2,-1,0,unknown,no
21493,60,retired,married,secondary,yes,0,no,no,cellular,19,aug,316,2,-1,0,unknown,no
21497,59,management,married,tertiary,no,0,no,no,cellular,19,aug,112,2,-1,0,unknown,no
21508,54,blue-collar,married,secondary,no,0,no,no,cellular,19,aug,87,2,-1,0,unknown,no
21509,44,management,married,tertiary,no,0,no,yes,cellular,19,aug,70,2,-1,0,unknown,no
21511,47,management,married,tertiary,no,0,no,no,cellular,19,aug,213,2,-1,0,unknown,no
21514,41,self-employed,married,secondary,no,1,no,no,cellular,19,aug,55,4,-1,0,unknown,no
21516,48,technician,married,secondary,no,0,no,no,cellular,19,aug,215,2,-1,0,unknown,no
21517,48,unknown,married,unknown,no,3,no,no,cellular,19,aug,104,2,-1,0,unknown,no
21522,47,technician,married,secondary,no,0,no,no,cellular,19,aug,210,2,-1,0,unknown,no
21525,60,technician,married,secondary,no,0,no,no,cellular,19,aug,83,2,-1,0,unknown,no
