,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
22099,53,blue-collar,married,3,no,0,no,no,cellular,21,8,150,2,-1,0,unknown,0
22102,30,technician,married,2,no,0,no,no,cellular,21,8,351,6,-1,0,unknown,0
22105,45,technician,married,2,no,0,no,no,cellular,21,8,103,2,-1,0,unknown,0
22106,39,technician,single,2,no,0,no,no,cellular,21,8,121,2,-1,0,unknown,0
22108,44,management,married,1,no,0,no,no,cellular,21,8,167,2,-1,0,unknown,0
22117,42,management,single,2,yes,0,no,yes,cellular,21,8,384,5,-1,0,unknown,0
22122,51,blue-collar,married,0,no,0,no,no,cellular,21,8,234,4,-1,0,unknown,0
22125,32,technician,single,1,no,0,no,no,cellular,21,8,126,2,-1,0,unknown,0
22130,32,housemaid,single,2,no,4,yes,no,cellular,21,8,776,2,-1,0,unknown,0
22131,36,management,married,2,no,0,no,no,cellular,21,8,173,2,-1,0,unknown,0
22139,47,management,single,2,no,0,no,no,cellular,21,8,136,2,-1,0,unknown,0
22142,32,technician,single,2,no,0,no,no,cellular,21,8,119,2,-1,0,unknown,0
22143,31,technician,single,2,no,-1,no,no,cellular,21,8,117,4,-1,0,unknown,0
22148,34,technician,single,2,no,0,no,no,cellular,21,8,121,2,-1,0,unknown,0
22154,42,technician,single,1,no,0,no,no,cellular,21,8,656,2,-1,0,unknown,0
22156,36,housemaid,married,1,no,0,no,no,cellular,21,8,76,2,-1,0,unknown,0
22157,31,management,single,2,no,0,no,no,cellular,21,8,243,2,-1,0,unknown,0
22160,34,management,single,2,no,0,no,no,cellular,21,8,183,2,-1,0,unknown,0
22164,34,management,married,2,no,0,no,no,cellular,21,8,124,2,-1,0,unknown,0
22177,34,management,divorced,2,no,0,no,no,cellular,21,8,123,2,-1,0,unknown,0
22179,30,technician,single,1,no,0,no,no,cellular,21,8,166,4,-1,0,unknown,0
22204,48,technician,divorced,1,no,0,no,no,cellular,21,8,76,4,-1,0,unknown,0
22208,50,management,married,2,no,0,no,no,cellular,21,8,89,2,-1,0,unknown,0
22210,32,technician,single,2,no,0,no,no,cellular,21,8,660,2,-1,0,unknown,0
22211,60,blue-collar,married,1,no,0,no,no,cellular,21,8,111,2,-1,0,unknown,0
22214,32,housemaid,married,1,no,0,no,no,cellular,21,8,435,2,-1,0,unknown,0
22217,52,services,married,1,no,0,no,no,cellular,21,8,202,4,-1,0,unknown,0
22219,50,unknown,married,3,no,0,no,no,cellular,21,8,120,2,-1,0,unknown,0
22220,58,retired,married,2,no,0,no,no,cellular,21,8,138,2,-1,0,unknown,0
22233,34,management,single,2,no,0,no,no,cellular,21,8,191,2,-1,0,unknown,0
22237,45,management,married,2,no,0,no,no,cellular,21,8,144,2,-1,0,unknown,0
22242,34,management,single,2,no,0,no,no,cellular,21,8,129,4,-1,0,unknown,0
22249,43,management,married,2,no,0,no,no,cellular,21,8,127,3,-1,0,unknown,0
22253,53,technician,single,2,no,1,no,no,cellular,21,8,190,1,-1,0,unknown,0
22262,57,technician,married,2,no,0,no,no,cellular,21,8,242,5,-1,0,unknown,0
22263,57,retired,married,0,no,0,no,no,cellular,21,8,394,3,-1,0,unknown,0
22281,59,blue-collar,married,0,no,0,yes,yes,cellular,21,8,140,5,-1,0,unknown,0
22282,30,management,married,2,no,0,no,no,cellular,21,8,142,2,-1,0,unknown,0
22284,31,technician,single,1,no,4,no,no,cellular,21,8,102,3,-1,0,unknown,0
22286,32,technician,married,1,no,0,no,no,cellular,21,8,120,3,-1,0,unknown,0
22290,33,management,married,2,no,0,no,yes,cellular,21,8,148,3,-1,0,unknown,0
22294,36,technician,single,1,no,0,no,no,cellular,21,8,42,1,-1,0,unknown,0
22301,47,blue-collar,married,0,no,0,no,no,cellular,21,8,494,4,-1,0,unknown,0
22302,53,blue-collar,married,0,no,0,no,no,cellular,21,8,195,1,-1,0,unknown,0
22303,35,management,single,1,no,0,no,no,cellular,21,8,163,1,-1,0,unknown,0
22312,52,retired,married,1,no,0,no,no,cellular,22,8,351,5,-1,0,unknown,0
22313,33,technician,divorced,1,yes,6,no,no,cellular,22,8,239,2,-1,0,unknown,0
22314,55,management,married,2,no,0,no,no,cellular,22,8,64,2,-1,0,unknown,0
22315,52,retired,married,0,no,6,no,no,cellular,22,8,82,2,-1,0,unknown,0
22318,32,management,single,2,no,0,no,no,cellular,22,8,360,2,-1,0,unknown,0
22334,31,technician,divorced,2,no,0,no,no,cellular,22,8,127,2,-1,0,unknown,0
22336,45,technician,single,2,no,0,no,no,cellular,22,8,87,4,-1,0,unknown,0
22341,43,technician,married,2,no,0,no,no,cellular,22,8,78,2,-1,0,unknown,0
22343,30,technician,single,2,no,0,no,no,cellular,22,8,34,2,-1,0,unknown,0
22357,36,technician,married,2,no,0,no,no,cellular,22,8,147,2,-1,0,unknown,0
22359,58,management,divorced,2,no,0,no,no,cellular,22,8,73,3,-1,0,unknown,0
22362,46,blue-collar,married,0,no,0,no,no,cellular,22,8,65,2,-1,0,unknown,0
22374,38,technician,single,1,no,0,no,no,cellular,22,8,305,2,-1,0,unknown,0
22376,44,management,divorced,2,no,0,no,no,cellular,22,8,54,2,-1,0,unknown,0
22384,53,blue-collar,married,2,no,0,no,no,cellular,22,8,107,2,-1,0,unknown,0
22385,50,self-employed,married,0,no,0,no,no,cellular,22,8,125,4,-1,0,unknown,0
22390,49,management,single,2,no,0,no,no,cellular,22,8,205,4,-1,0,unknown,0
22392,31,technician,single,1,no,1,no,no,cellular,22,8,107,2,-1,0,unknown,0
22400,38,technician,married,2,no,0,no,no,cellular,22,8,82,6,-1,0,unknown,0
22401,59,management,divorced,1,no,0,no,no,cellular,22,8,125,2,-1,0,unknown,0
22402,49,admin,married,1,no,0,no,no,cellular,22,8,115,2,-1,0,unknown,0
22407,30,management,married,1,no,0,no,no,cellular,22,8,78,2,-1,0,unknown,0
22411,36,management,single,2,no,0,no,no,cellular,22,8,136,2,-1,0,unknown,0
22418,30,technician,single,2,no,0,no,no,cellular,22,8,69,2,-1,0,unknown,0
22423,40,self-employed,married,1,no,0,no,no,cellular,22,8,55,6,-1,0,unknown,0
22426,51,management,married,2,no,0,no,no,cellular,22,8,111,2,-1,0,unknown,0
22427,58,management,single,2,no,0,no,no,cellular,22,8,72,2,-1,0,unknown,0
22438,57,housemaid,married,1,no,0,no,no,cellular,22,8,197,2,-1,0,unknown,0
22445,32,management,single,2,no,0,no,no,cellular,22,8,148,2,-1,0,unknown,0
22446,31,technician,single,1,no,5,no,no,cellular,22,8,121,2,-1,0,unknown,0
22452,46,management,single,2,no,0,no,no,cellular,22,8,686,2,-1,0,unknown,1
22454,32,technician,single,1,no,0,no,no,cellular,22,8,114,2,-1,0,unknown,0
22460,53,services,married,0,no,6,no,no,cellular,22,8,80,2,-1,0,unknown,0
22468,52,management,married,2,no,0,no,no,cellular,22,8,232,2,-1,0,unknown,0
22476,50,management,single,2,no,0,no,no,cellular,22,8,128,4,-1,0,unknown,0
22484,43,management,married,2,no,1,no,no,cellular,22,8,239,4,-1,0,unknown,0
22489,31,management,single,1,no,2,no,no,cellular,22,8,65,4,-1,0,unknown,0
22503,36,management,divorced,2,no,0,no,no,cellular,22,8,247,4,-1,0,unknown,0
22506,50,technician,married,1,no,0,no,no,telephone,22,8,295,5,-1,0,unknown,0
22519,41,technician,married,1,no,0,no,no,cellular,22,8,209,2,-1,0,unknown,0
22522,30,technician,single,1,no,3,no,no,cellular,22,8,198,2,-1,0,unknown,0
22523,32,management,married,2,no,4,no,no,cellular,22,8,195,4,-1,0,unknown,0
22527,39,management,married,2,no,0,no,no,cellular,22,8,714,6,-1,0,unknown,0
22532,34,management,single,1,no,0,no,no,cellular,22,8,132,4,-1,0,unknown,0
22536,40,management,married,2,no,0,no,no,cellular,22,8,61,4,-1,0,unknown,0
22537,32,management,single,2,no,0,no,no,telephone,22,8,28,4,-1,0,unknown,0
22542,57,technician,married,1,no,0,no,no,cellular,22,8,527,6,-1,0,unknown,0
22546,32,technician,married,2,no,0,no,no,cellular,22,8,277,3,-1,0,unknown,0
22556,59,retired,married,0,no,0,no,no,cellular,22,8,347,1,-1,0,unknown,0
22560,59,retired,married,0,no,0,no,no,cellular,22,8,460,1,-1,0,unknown,0
22568,45,management,married,2,no,0,no,no,cellular,22,8,112,3,-1,0,unknown,0
22569,31,housemaid,single,2,no,0,no,no,cellular,22,8,78,3,-1,0,unknown,0
22571,30,technician,single,1,no,0,no,no,cellular,22,8,79,5,-1,0,unknown,0
22577,30,technician,single,2,no,0,no,no,cellular,22,8,121,2,-1,0,unknown,0
22605,60,blue-collar,married,0,no,0,no,no,cellular,22,8,195,1,-1,0,unknown,0
22608,47,blue-collar,married,0,no,0,no,no,cellular,22,8,98,3,-1,0,unknown,0
22613,53,housemaid,married,3,no,0,no,no,cellular,22,8,207,1,-1,0,unknown,0
22616,40,self-employed,married,1,no,2,no,no,cellular,22,8,197,5,-1,0,unknown,0
22619,30,management,divorced,2,no,0,no,no,cellular,22,8,209,2,-1,0,unknown,0
22625,57,housemaid,married,3,no,0,no,no,cellular,22,8,173,1,-1,0,unknown,0
22631,33,technician,single,2,no,0,no,no,cellular,22,8,135,3,-1,0,unknown,0
22632,33,technician,single,1,no,0,no,no,cellular,22,8,208,1,-1,0,unknown,0
22641,34,management,single,2,no,0,no,no,cellular,22,8,174,1,-1,0,unknown,0
22648,60,retired,married,1,no,0,no,no,cellular,25,8,87,2,-1,0,unknown,0
22656,58,technician,married,2,no,0,no,no,cellular,25,8,540,4,-1,0,unknown,0
22657,31,management,single,2,no,0,no,no,cellular,25,8,191,5,-1,0,unknown,0
22660,53,unknown,married,3,no,0,no,no,cellular,25,8,209,5,-1,0,unknown,0
22663,48,management,divorced,2,no,0,no,no,cellular,25,8,110,3,-1,0,unknown,0
22665,50,management,divorced,2,no,0,no,no,cellular,25,8,57,3,-1,0,unknown,0
22686,37,management,married,2,no,0,no,no,cellular,25,8,112,4,-1,0,unknown,0
22706,42,management,single,2,no,0,no,no,cellular,25,8,129,4,-1,0,unknown,0
22712,33,management,single,2,no,-2,no,yes,cellular,25,8,147,6,-1,0,unknown,0
22714,60,retired,married,2,no,0,no,no,cellular,25,8,101,3,-1,0,unknown,0
22720,39,management,single,2,no,0,no,no,cellular,25,8,342,5,-1,0,unknown,0
22726,43,housemaid,married,0,no,0,yes,no,cellular,25,8,152,3,-1,0,unknown,0
22729,58,blue-collar,married,0,no,0,no,no,telephone,25,8,176,5,-1,0,unknown,0
22751,33,technician,married,1,no,0,no,no,cellular,25,8,72,2,-1,0,unknown,0
22756,33,unemployed,single,1,no,0,yes,yes,cellular,25,8,159,2,-1,0,unknown,0
22760,36,technician,married,1,no,0,no,no,cellular,25,8,248,2,-1,0,unknown,0
22767,34,technician,married,1,no,2,yes,no,cellular,25,8,324,4,-1,0,unknown,0
22769,35,technician,divorced,1,no,0,no,no,cellular,25,8,124,4,-1,0,unknown,0
22790,59,retired,married,3,no,0,no,no,cellular,25,8,213,4,-1,0,unknown,0
22799,37,technician,married,2,no,0,yes,no,cellular,25,8,484,4,-1,0,unknown,0
22811,33,technician,single,2,no,6,no,no,cellular,25,8,30,4,-1,0,unknown,0
22812,35,management,single,2,no,0,no,no,cellular,25,8,81,6,-1,0,unknown,0
22819,31,management,single,2,no,0,no,no,cellular,25,8,101,6,-1,0,unknown,0
22841,35,management,married,2,no,0,no,no,cellular,25,8,484,4,-1,0,unknown,0
22880,38,technician,married,1,no,0,no,no,cellular,25,8,431,5,-1,0,unknown,0
22903,59,blue-collar,married,0,no,0,no,no,cellular,25,8,128,5,-1,0,unknown,0
22908,31,technician,married,1,no,0,no,no,cellular,25,8,249,6,-1,0,unknown,0
22933,33,technician,single,1,no,0,no,no,cellular,26,8,73,4,-1,0,unknown,0
22945,58,retired,married,0,no,1,no,no,cellular,26,8,112,4,-1,0,unknown,0
22951,48,management,married,2,no,0,no,no,cellular,26,8,60,5,-1,0,unknown,0
22953,49,admin,married,1,no,0,no,no,cellular,26,8,159,4,-1,0,unknown,0
22959,56,housemaid,married,0,no,0,no,no,cellular,26,8,102,2,-1,0,unknown,0
22963,33,management,single,2,no,0,no,no,cellular,26,8,60,2,-1,0,unknown,0
22965,39,housemaid,married,3,no,0,no,no,cellular,26,8,92,2,-1,0,unknown,0
22980,47,blue-collar,married,0,no,0,no,no,cellular,26,8,185,4,-1,0,unknown,0
22984,31,management,married,2,no,0,no,no,cellular,26,8,76,2,-1,0,unknown,0
22985,45,technician,divorced,1,no,0,no,no,cellular,26,8,64,2,-1,0,unknown,0
22990,54,management,married,2,no,0,no,no,cellular,26,8,748,3,-1,0,unknown,0
22994,38,technician,married,1,no,0,no,no,cellular,26,8,65,4,-1,0,unknown,0
22995,32,technician,single,1,no,0,no,no,cellular,26,8,181,2,-1,0,unknown,0
23004,40,technician,divorced,1,no,0,no,no,cellular,26,8,67,2,-1,0,unknown,0
23006,59,retired,married,2,no,0,no,no,cellular,26,8,94,2,-1,0,unknown,0
23007,35,technician,single,1,no,0,no,no,cellular,26,8,259,2,-1,0,unknown,0
23009,47,blue-collar,married,0,no,0,no,no,cellular,26,8,292,2,-1,0,unknown,0
23013,45,management,divorced,2,no,0,no,no,cellular,26,8,392,2,-1,0,unknown,0
23020,33,management,married,2,no,0,no,no,cellular,26,8,126,2,-1,0,unknown,0
23023,53,technician,married,1,no,0,no,no,cellular,26,8,392,2,-1,0,unknown,0
23032,49,services,married,1,no,0,no,no,cellular,26,8,189,4,-1,0,unknown,0
23037,58,blue-collar,married,0,no,0,no,no,cellular,26,8,168,4,-1,0,unknown,0
23038,33,management,single,1,no,0,no,no,cellular,26,8,99,2,-1,0,unknown,0
23039,36,management,married,2,no,0,no,no,cellular,26,8,97,3,-1,0,unknown,0
23042,48,management,married,2,no,0,yes,no,cellular,26,8,204,2,-1,0,unknown,0
23048,59,technician,divorced,1,no,2,no,no,cellular,26,8,164,2,-1,0,unknown,0
23051,35,admin,married,2,no,6,no,no,cellular,26,8,130,2,-1,0,unknown,0
23054,60,retired,married,0,no,5,no,no,cellular,26,8,63,2,-1,0,unknown,0
23056,53,management,married,2,no,0,no,no,cellular,26,8,240,2,-1,0,unknown,0
23057,47,blue-collar,married,0,no,0,no,no,cellular,26,8,71,4,-1,0,unknown,0
23060,35,management,married,2,no,0,no,no,cellular,26,8,436,2,-1,0,unknown,0
23063,38,management,married,2,no,0,no,no,cellular,26,8,101,4,-1,0,unknown,0
23076,60,management,married,2,no,0,no,no,cellular,26,8,362,6,-1,0,unknown,0
23084,32,management,single,2,yes,5,yes,no,cellular,26,8,520,4,-1,0,unknown,0
23103,31,management,single,2,no,0,no,no,cellular,26,8,120,6,-1,0,unknown,0
23105,49,self-employed,married,1,no,0,no,no,cellular,26,8,175,6,-1,0,unknown,0
23110,55,self-employed,married,1,yes,0,no,no,cellular,26,8,172,5,-1,0,unknown,0
23115,32,management,married,1,no,0,no,no,cellular,26,8,277,3,-1,0,unknown,0
23121,44,management,married,2,no,0,no,no,cellular,26,8,130,4,-1,0,unknown,0
23123,45,blue-collar,married,0,no,0,no,no,cellular,26,8,454,2,-1,0,unknown,0
23129,31,management,single,2,no,1,no,no,cellular,26,8,107,5,-1,0,unknown,0
23140,52,admin,divorced,3,no,0,no,no,cellular,26,8,168,4,-1,0,unknown,0
23154,50,blue-collar,married,1,yes,0,yes,no,cellular,26,8,240,5,-1,0,unknown,0
23160,37,management,single,2,no,0,no,no,cellular,26,8,99,6,-1,0,unknown,0
23168,45,technician,divorced,2,no,0,no,no,cellular,27,8,58,4,-1,0,unknown,0
23171,50,housemaid,married,0,no,0,no,no,cellular,27,8,52,3,-1,0,unknown,0
23181,31,technician,divorced,2,no,0,no,no,cellular,27,8,581,6,-1,0,unknown,1
23183,33,management,married,2,no,0,no,no,cellular,27,8,181,4,-1,0,unknown,0
23187,35,technician,married,1,no,0,no,no,cellular,27,8,106,4,-1,0,unknown,0
23189,49,management,married,2,no,0,no,no,cellular,27,8,56,6,-1,0,unknown,0
23209,52,management,divorced,2,no,0,no,no,cellular,27,8,153,4,-1,0,unknown,0
23218,39,technician,single,2,no,0,no,no,cellular,27,8,147,4,-1,0,unknown,0
23225,33,management,single,2,no,0,no,no,cellular,27,8,191,4,-1,0,unknown,0
23228,59,management,married,2,no,0,no,no,cellular,27,8,87,4,-1,0,unknown,0
23243,36,management,single,2,no,0,no,no,cellular,27,8,134,2,-1,0,unknown,0
23253,32,management,single,2,no,0,no,no,cellular,27,8,121,2,-1,0,unknown,0
23255,32,management,married,2,no,0,no,no,cellular,27,8,164,2,-1,0,unknown,0
23256,46,management,married,2,no,0,no,no,cellular,27,8,121,2,-1,0,unknown,0
23259,30,technician,single,1,no,0,no,no,cellular,27,8,109,2,-1,0,unknown,0
23263,46,management,divorced,1,no,0,no,no,cellular,27,8,763,5,-1,0,unknown,1
23266,47,services,married,0,no,6,no,no,cellular,27,8,63,4,-1,0,unknown,0
23276,43,housemaid,married,2,no,0,no,no,cellular,27,8,103,6,-1,0,unknown,0
23294,46,management,married,1,no,0,no,no,cellular,27,8,38,6,-1,0,unknown,0
23296,34,management,single,2,no,-2,no,no,cellular,27,8,57,6,-1,0,unknown,0
23372,30,management,married,2,no,0,yes,no,cellular,27,8,453,4,-1,0,unknown,0
23383,50,blue-collar,married,1,no,0,no,no,cellular,27,8,78,3,-1,0,unknown,0
23397,31,management,single,2,no,0,no,no,cellular,27,8,448,3,-1,0,unknown,0
23409,30,management,single,2,no,4,no,no,cellular,27,8,51,3,-1,0,unknown,0
23421,40,self-employed,married,1,yes,2,no,no,cellular,27,8,158,3,-1,0,unknown,0
23423,40,technician,married,1,yes,4,no,no,cellular,27,8,145,3,-1,0,unknown,0
23428,39,management,married,1,no,0,yes,no,cellular,27,8,63,3,-1,0,unknown,0
23430,38,unemployed,single,1,no,0,no,no,cellular,27,8,44,3,-1,0,unknown,0
23433,38,technician,married,1,no,0,no,no,cellular,28,8,82,4,-1,0,unknown,0
23449,33,technician,married,2,no,0,yes,yes,cellular,28,8,94,6,-1,0,unknown,0
23493,36,management,divorced,2,no,0,no,no,cellular,28,8,81,4,-1,0,unknown,0
23500,30,technician,single,2,no,0,no,no,cellular,28,8,262,6,-1,0,unknown,0
23512,33,technician,single,2,no,0,no,no,cellular,28,8,56,2,-1,0,unknown,0
23517,54,services,married,2,no,0,no,no,cellular,28,8,282,2,-1,0,unknown,0
23524,43,management,single,2,no,0,no,no,cellular,28,8,331,2,-1,0,unknown,0
23527,60,retired,married,3,no,0,no,no,cellular,28,8,113,2,-1,0,unknown,0
23534,32,management,married,2,no,0,no,no,cellular,28,8,74,2,-1,0,unknown,0
23535,49,unknown,married,1,no,0,no,no,cellular,28,8,173,2,-1,0,unknown,0
23540,46,technician,married,1,no,0,no,no,cellular,28,8,63,2,-1,0,unknown,0
23543,43,technician,divorced,1,no,0,no,no,cellular,28,8,192,2,-1,0,unknown,0
23546,34,technician,married,1,no,1,no,no,cellular,28,8,535,2,-1,0,unknown,1
23553,34,technician,single,1,no,0,no,no,cellular,28,8,54,4,-1,0,unknown,0
23614,54,management,divorced,2,no,0,no,no,cellular,28,8,276,6,-1,0,unknown,0
23632,34,technician,single,1,no,0,no,no,cellular,28,8,195,6,-1,0,unknown,0
23634,50,housemaid,married,0,no,0,no,no,cellular,28,8,39,4,-1,0,unknown,0
23645,37,technician,married,2,no,0,no,no,cellular,28,8,76,1,-1,0,unknown,0
23665,55,admin,married,1,no,-2,no,no,cellular,28,8,76,1,-1,0,unknown,0
23691,47,services,married,1,no,5,no,no,cellular,28,8,169,1,-1,0,unknown,0
23695,35,technician,single,2,no,0,yes,no,telephone,28,8,46,2,-1,0,unknown,0
23697,44,management,married,2,no,0,no,no,cellular,28,8,43,1,-1,0,unknown,0
23715,40,technician,married,1,yes,0,no,no,cellular,28,8,147,2,-1,0,unknown,0
23720,60,retired,married,1,no,4,no,no,cellular,28,8,602,3,-1,0,unknown,0
23734,30,technician,single,1,no,3,no,no,cellular,28,8,21,6,-1,0,unknown,0
23788,31,technician,married,2,no,0,no,no,cellular,29,8,70,2,-1,0,unknown,0
23790,59,technician,divorced,1,no,0,no,no,cellular,29,8,126,2,-1,0,unknown,0
23801,36,technician,single,1,no,0,no,no,cellular,29,8,85,6,-1,0,unknown,0
23806,34,management,married,2,no,0,no,no,cellular,29,8,120,2,-1,0,unknown,0
23822,36,technician,single,1,no,0,no,no,cellular,29,8,21,2,-1,0,unknown,0
23825,32,management,married,2,no,0,no,no,cellular,29,8,183,2,-1,0,unknown,0
23827,32,technician,single,1,yes,-1,no,no,cellular,29,8,185,2,-1,0,unknown,0
23834,47,self-employed,married,1,no,0,no,no,cellular,29,8,90,6,-1,0,unknown,0
23835,32,management,single,2,no,0,no,no,cellular,29,8,63,2,-1,0,unknown,0
23836,35,management,single,2,no,0,no,no,cellular,29,8,131,2,-1,0,unknown,0
23839,49,management,married,2,no,0,no,no,cellular,29,8,102,2,-1,0,unknown,0
23850,37,management,married,2,no,5,no,no,cellular,29,8,36,2,-1,0,unknown,0
23851,30,management,single,2,no,0,no,no,cellular,29,8,135,2,-1,0,unknown,0
23854,49,management,single,1,no,0,no,no,cellular,29,8,121,2,-1,0,unknown,0
23855,36,self-employed,married,0,no,0,no,no,cellular,29,8,97,2,-1,0,unknown,0
23867,31,technician,single,1,no,0,no,no,cellular,29,8,213,4,-1,0,unknown,0
23869,32,management,single,2,no,0,no,no,cellular,29,8,255,2,-1,0,unknown,0
23870,31,technician,single,1,no,-2,no,no,cellular,29,8,131,2,-1,0,unknown,0
23874,36,management,married,2,no,4,yes,no,cellular,29,8,159,2,-1,0,unknown,0
23878,39,management,married,2,no,0,no,no,cellular,29,8,94,2,-1,0,unknown,0
23886,50,management,divorced,2,no,0,no,no,cellular,29,8,128,2,-1,0,unknown,0
23894,55,admin,married,1,no,0,no,no,cellular,29,8,88,2,-1,0,unknown,0
23895,41,technician,married,1,no,0,no,no,cellular,29,8,141,2,-1,0,unknown,0
23913,33,management,married,2,no,0,no,no,cellular,29,8,60,2,-1,0,unknown,0
23917,31,technician,divorced,1,no,0,no,no,cellular,29,8,256,2,-1,0,unknown,0
23920,38,management,single,2,no,0,no,no,cellular,29,8,95,2,-1,0,unknown,0
23921,59,technician,married,1,no,0,no,no,cellular,29,8,62,2,-1,0,unknown,0
23934,40,technician,divorced,1,no,0,no,no,cellular,29,8,299,3,-1,0,unknown,0
23943,46,management,divorced,2,no,0,no,yes,cellular,29,8,38,6,-1,0,unknown,0
23971,52,technician,divorced,1,no,0,no,no,cellular,29,8,39,2,-1,0,unknown,0
23972,52,technician,married,1,no,0,no,no,cellular,29,8,67,2,-1,0,unknown,0
23980,46,blue-collar,married,3,no,0,no,no,telephone,29,8,162,2,-1,0,unknown,0
23981,34,technician,married,1,no,0,yes,no,cellular,29,8,116,4,-1,0,unknown,0
23988,31,technician,single,1,no,0,no,no,cellular,29,8,157,2,-1,0,unknown,0
23997,60,technician,single,1,no,0,no,no,telephone,29,8,86,2,-1,0,unknown,0
24013,39,technician,divorced,1,no,0,no,no,cellular,29,8,35,6,-1,0,unknown,0
24014,49,management,married,2,no,0,no,no,cellular,29,8,215,6,-1,0,unknown,0
24015,50,admin,married,2,no,0,no,no,telephone,29,8,253,2,-1,0,unknown,0
24018,43,technician,single,2,yes,0,no,no,cellular,29,8,73,4,-1,0,unknown,0
24021,35,management,single,2,no,0,no,no,cellular,29,8,669,6,-1,0,unknown,0
24030,38,self-employed,married,2,no,0,no,no,cellular,29,8,117,3,-1,0,unknown,0
24035,53,entrepreneur,married,1,no,0,no,no,cellular,29,8,88,3,-1,0,unknown,0
24040,49,management,married,2,no,0,no,no,telephone,17,10,223,1,-1,0,unknown,1
24041,43,management,married,2,no,0,no,no,telephone,17,10,147,1,-1,0,unknown,0
24051,52,management,married,2,no,6,no,no,telephone,19,10,57,1,-1,0,unknown,0
24066,35,management,married,2,no,0,yes,no,unknown,21,10,4,1,-1,0,unknown,0
24077,36,management,married,2,no,0,yes,no,telephone,23,10,140,1,143,3,failure,1
24102,35,management,divorced,2,no,0,yes,no,telephone,29,10,171,1,-1,0,unknown,1
24110,36,entrepreneur,married,2,no,6,no,no,telephone,30,10,246,1,-1,0,unknown,0
24111,34,housemaid,married,1,no,0,yes,no,unknown,30,10,154,1,-1,0,unknown,1
24113,43,self-employed,married,0,no,0,yes,no,telephone,30,10,81,1,-1,0,unknown,0
24123,34,entrepreneur,married,2,no,0,yes,no,telephone,4,11,217,1,-1,0,unknown,0
24154,48,management,married,2,no,1,no,no,telephone,10,11,248,1,-1,0,unknown,1
24155,47,technician,married,1,no,0,no,no,unknown,11,11,74,1,-1,0,unknown,0
24169,59,housemaid,married,2,no,0,no,no,telephone,13,11,494,1,-1,0,unknown,1
24173,31,entrepreneur,single,1,no,0,no,no,telephone,13,11,160,1,-1,0,unknown,1
24191,57,admin,married,1,no,0,yes,no,telephone,17,11,92,1,-1,0,unknown,0
24210,47,technician,married,2,no,0,no,no,cellular,17,11,120,1,-1,0,unknown,0
24217,52,management,married,0,no,0,yes,yes,cellular,17,11,121,1,-1,0,unknown,0
24243,45,technician,married,1,no,1,yes,no,cellular,17,11,433,1,-1,0,unknown,0
24252,49,services,married,1,no,0,yes,no,telephone,17,11,96,1,-1,0,unknown,0
24256,57,technician,married,2,no,0,yes,yes,cellular,17,11,142,1,-1,0,unknown,0
24257,37,management,married,2,yes,0,no,no,cellular,17,11,44,1,123,2,failure,0
24260,57,housemaid,married,1,no,0,no,no,cellular,17,11,56,1,-1,0,unknown,0
24265,58,admin,married,3,no,0,yes,no,cellular,17,11,219,1,186,2,failure,0
24273,43,management,married,2,no,0,yes,no,cellular,17,11,110,1,-1,0,unknown,0
24279,50,entrepreneur,married,1,no,0,yes,yes,cellular,17,11,344,1,-1,0,unknown,0
24281,40,admin,married,1,no,0,yes,yes,cellular,17,11,57,1,-1,0,unknown,0
24283,33,admin,married,1,no,0,yes,no,cellular,17,11,78,1,-1,0,unknown,0
24288,44,admin,divorced,1,no,0,no,no,cellular,17,11,57,1,-1,0,unknown,0
24292,51,technician,married,2,no,0,no,no,telephone,17,11,81,1,-1,0,unknown,0
24294,48,blue-collar,married,0,no,0,no,yes,cellular,17,11,479,1,-1,0,unknown,0
24301,38,entrepreneur,married,1,no,0,yes,yes,cellular,17,11,258,1,-1,0,unknown,0
24302,37,technician,married,2,no,0,yes,no,cellular,17,11,77,1,-1,0,unknown,0
24305,46,blue-collar,married,1,no,0,yes,no,cellular,17,11,127,1,-1,0,unknown,0
24318,41,entrepreneur,divorced,2,no,0,yes,no,cellular,17,11,176,1,-1,0,unknown,0
24320,54,blue-collar,married,1,no,0,no,no,telephone,17,11,483,1,-1,0,unknown,0
24328,50,management,married,2,no,4,yes,yes,telephone,17,11,105,3,-1,0,unknown,0
24329,58,management,divorced,2,no,0,no,no,cellular,17,11,107,1,-1,0,unknown,0
24350,59,management,married,2,no,0,no,no,cellular,17,11,90,2,110,2,failure,0
24377,52,blue-collar,married,1,no,0,yes,no,cellular,17,11,125,1,-1,0,unknown,0
24386,31,admin,single,2,no,0,no,no,cellular,17,11,173,1,-1,0,unknown,0
24392,42,management,divorced,2,no,0,no,no,cellular,17,11,116,1,-1,0,unknown,0
24393,51,technician,married,1,no,0,yes,no,cellular,17,11,70,1,-1,0,unknown,0
24395,34,admin,single,1,no,0,yes,no,cellular,17,11,214,1,174,2,failure,0
24401,39,management,single,0,no,0,yes,yes,cellular,17,11,62,1,-1,0,unknown,0
24409,41,technician,divorced,1,no,0,yes,no,cellular,17,11,386,2,-1,0,unknown,0
24412,40,technician,married,1,no,0,yes,no,cellular,17,11,74,2,196,1,failure,0
