,age,education,balance,day,month,campaign,pdays,previous,y,job_admin,PCA1,PCA2,PCA3
36299,0.7692307692307693,2.0,0.5,11.0,5.0,3.0,-1.0,0.0,0.0,0.0,,,
36304,0.5000000000000001,1.0,0.25,11.0,5.0,1.0,-1.0,0.0,0.0,0.0,,,
36307,0.5961538461538463,1.0,0.25,11.0,5.0,1.0,-1.0,0.0,0.0,0.0,,,
36308,0.326923076923077,1.0,0.25,11.0,5.0,1.0,305.0,1.0,0.0,0.0,,,
36315,0.6538461538461539,1.0,0.25,11.0,5.0,2.0,-1.0,0.0,0.0,0.0,,,
36344,0.34615384615384615,0.0,0.25,11.0,5.0,2.0,305.0,1.0,0.0,0.0,,,
36353,0.40384615384615385,1.0,0.25,11.0,5.0,2.0,307.0,1.0,0.0,0.0,,,
36355,0.3846153846153847,1.0,0.25,11.0,5.0,2.0,304.0,2.0,0.0,0.0,,,
36359,0.576923076923077,1.0,0.25,11.0,5.0,3.0,-1.0,0.0,0.0,0.0,,,
36379,0.2692307692307693,0.0,0.25,11.0,5.0,3.0,-1.0,0.0,0.0,0.0,,,
36386,0.3653846153846154,2.0,0.25,11.0,5.0,2.0,-1.0,0.0,0.0,0.0,,,
36395,0.2692307692307693,0.0,0.375,11.0,5.0,4.0,-1.0,0.0,0.0,0.0,,,
36404,0.6538461538461539,1.0,0.25,11.0,5.0,2.0,-1.0,0.0,0.0,0.0,,,
36406,0.7884615384615384,1.0,0.25,11.0,5.0,2.0,361.0,5.0,0.0,0.0,,,
36416,0.23076923076923084,2.0,0.25,11.0,5.0,3.0,-1.0,0.0,0.0,1.0,,,
36417,0.326923076923077,1.0,1.0,11.0,5.0,2.0,348.0,2.0,0.0,0.0,,,
36421,0.3653846153846154,2.0,0.25,11.0,5.0,6.0,-1.0,0.0,0.0,0.0,,,
36457,0.6153846153846154,0.0,0.25,11.0,5.0,3.0,339.0,2.0,0.0,0.0,,,
36467,0.4423076923076924,1.0,0.25,11.0,5.0,3.0,-1.0,0.0,0.0,0.0,,,
36468,0.3846153846153847,0.0,0.25,11.0,5.0,4.0,-1.0,0.0,0.0,0.0,,,
36476,0.48076923076923084,0.0,0.25,12.0,5.0,3.0,285.0,4.0,0.0,0.0,,,
36482,0.21153846153846156,2.0,0.25,12.0,5.0,2.0,-1.0,0.0,0.0,0.0,,,
36500,0.7884615384615384,1.0,0.25,12.0,5.0,3.0,-1.0,0.0,0.0,0.0,,,
36501,0.6153846153846154,1.0,0.25,12.0,5.0,2.0,175.0,11.0,0.0,0.0,,,
36504,0.6923076923076924,0.0,0.25,12.0,5.0,4.0,341.0,2.0,0.0,0.0,,,
36505,0.3076923076923077,1.0,0.25,12.0,5.0,2.0,288.0,12.0,0.0,0.0,,,
36513,0.23076923076923084,1.0,0.25,12.0,5.0,3.0,-1.0,0.0,0.0,0.0,,,
36518,0.6923076923076924,1.0,0.25,12.0,5.0,6.0,-1.0,0.0,0.0,0.0,,,
36521,0.3076923076923077,1.0,0.5,12.0,5.0,5.0,-1.0,0.0,0.0,0.0,,,
36561,0.3653846153846154,0.0,0.25,12.0,5.0,1.0,344.0,1.0,0.0,0.0,,,
36568,0.5384615384615385,1.0,0.5,12.0,5.0,1.0,-1.0,0.0,0.0,0.0,,,
36595,0.25,1.0,0.5,12.0,5.0,4.0,-1.0,0.0,1.0,1.0,,,
36659,0.46153846153846156,0.0,0.25,12.0,5.0,1.0,-1.0,0.0,0.0,0.0,,,
36661,0.2692307692307693,1.0,0.125,12.0,5.0,1.0,-1.0,0.0,0.0,0.0,,,
36667,0.46153846153846156,1.0,0.625,12.0,5.0,1.0,-1.0,0.0,0.0,0.0,,,
36685,0.5192307692307693,0.0,0.25,12.0,5.0,3.0,172.0,5.0,0.0,0.0,,,
36687,0.23076923076923084,1.0,0.625,12.0,5.0,2.0,-1.0,0.0,0.0,0.0,,,
36719,0.3846153846153847,1.0,0.25,12.0,5.0,3.0,-1.0,0.0,0.0,0.0,,,
36742,0.34615384615384615,0.0,0.875,12.0,5.0,1.0,172.0,3.0,0.0,0.0,,,
36743,0.3653846153846154,1.0,1.0,12.0,5.0,2.0,-1.0,0.0,0.0,0.0,,,
36744,0.2692307692307693,1.0,0.25,12.0,5.0,1.0,368.0,2.0,0.0,0.0,,,
36746,0.23076923076923084,1.0,0.25,12.0,5.0,1.0,-1.0,0.0,0.0,0.0,,,
36750,0.40384615384615385,2.0,0.25,12.0,5.0,4.0,369.0,3.0,0.0,0.0,,,
36753,0.46153846153846156,2.0,0.25,12.0,5.0,3.0,361.0,4.0,0.0,0.0,,,
36758,0.1923076923076924,1.0,0.375,12.0,5.0,2.0,-1.0,0.0,0.0,0.0,,,
36782,0.326923076923077,1.0,0.25,12.0,5.0,6.0,-1.0,0.0,0.0,0.0,,,
36788,0.23076923076923084,1.0,0.25,12.0,5.0,1.0,349.0,4.0,0.0,0.0,,,
36789,0.326923076923077,1.0,0.25,12.0,5.0,4.0,357.0,1.0,0.0,0.0,,,
36790,0.42307692307692313,1.0,0.25,12.0,5.0,4.0,258.0,3.0,0.0,0.0,,,
36796,0.25,1.0,0.375,12.0,5.0,1.0,-1.0,0.0,0.0,0.0,,,
36808,0.5384615384615385,0.0,0.25,12.0,5.0,1.0,-1.0,0.0,0.0,0.0,,,
36855,0.5384615384615385,1.0,0.625,12.0,5.0,3.0,-1.0,0.0,1.0,0.0,,,
36860,0.40384615384615385,3.0,0.25,12.0,5.0,3.0,-1.0,0.0,0.0,0.0,,,
36865,0.34615384615384615,1.0,0.25,12.0,5.0,6.0,-1.0,0.0,1.0,0.0,,,
36867,0.2692307692307693,1.0,0.25,12.0,5.0,4.0,-1.0,0.0,0.0,0.0,,,
36938,0.4423076923076924,1.0,0.25,12.0,5.0,4.0,-1.0,0.0,0.0,0.0,,,
36956,0.40384615384615385,1.0,0.25,12.0,5.0,4.0,-1.0,0.0,0.0,1.0,,,
36968,0.3846153846153847,1.0,0.25,13.0,5.0,5.0,349.0,1.0,0.0,0.0,,,
36978,0.5576923076923077,1.0,0.25,13.0,5.0,2.0,-1.0,0.0,0.0,0.0,,,
37008,0.48076923076923084,1.0,0.625,13.0,5.0,1.0,174.0,2.0,0.0,0.0,,,
37038,0.5576923076923077,2.0,0.25,13.0,5.0,1.0,-1.0,0.0,0.0,0.0,,,
37047,0.326923076923077,1.0,0.25,13.0,5.0,1.0,-1.0,0.0,1.0,1.0,,,
37059,0.5192307692307693,0.0,0.25,13.0,5.0,3.0,-1.0,0.0,0.0,0.0,,,
37063,0.1923076923076924,1.0,0.0,13.0,5.0,2.0,364.0,5.0,0.0,0.0,,,
37099,0.28846153846153855,2.0,0.25,13.0,5.0,1.0,-1.0,0.0,1.0,0.0,,,
37118,0.5000000000000001,2.0,0.375,13.0,5.0,2.0,-1.0,0.0,0.0,0.0,,,
37125,0.6153846153846154,0.0,0.25,13.0,5.0,1.0,364.0,2.0,0.0,0.0,,,
37126,0.46153846153846156,1.0,0.25,13.0,5.0,3.0,-1.0,0.0,0.0,0.0,,,
37132,0.46153846153846156,1.0,0.25,13.0,5.0,4.0,-1.0,0.0,0.0,0.0,,,
37149,0.13461538461538464,2.0,0.375,13.0,5.0,5.0,-1.0,0.0,0.0,0.0,,,
37154,0.23076923076923084,0.0,0.5,13.0,5.0,6.0,-1.0,0.0,0.0,0.0,,,
37162,0.34615384615384615,0.0,0.25,13.0,5.0,1.0,-1.0,0.0,0.0,0.0,,,
37170,0.17307692307692313,1.0,0.25,13.0,5.0,1.0,359.0,3.0,0.0,0.0,,,
37193,0.21153846153846156,2.0,0.25,13.0,5.0,1.0,351.0,1.0,0.0,0.0,,,
37208,0.3076923076923077,2.0,0.25,13.0,5.0,2.0,-1.0,0.0,0.0,0.0,,,
37220,0.4423076923076924,1.0,0.25,13.0,5.0,4.0,-1.0,0.0,0.0,0.0,,,
37232,0.2692307692307693,2.0,0.625,13.0,5.0,1.0,-1.0,0.0,1.0,0.0,,,
37286,0.23076923076923084,1.0,0.25,13.0,5.0,1.0,-1.0,0.0,0.0,0.0,,,
37292,0.3653846153846154,1.0,0.25,13.0,5.0,1.0,300.0,1.0,0.0,0.0,,,
37300,0.326923076923077,1.0,0.25,13.0,5.0,2.0,-1.0,0.0,0.0,0.0,,,
37320,0.3076923076923077,1.0,0.25,13.0,5.0,4.0,357.0,3.0,0.0,0.0,,,
37324,0.5192307692307693,2.0,0.25,13.0,5.0,2.0,-1.0,0.0,0.0,0.0,,,
37329,0.21153846153846156,1.0,0.25,13.0,5.0,4.0,-1.0,0.0,0.0,0.0,,,
37332,0.3653846153846154,2.0,0.25,13.0,5.0,1.0,344.0,1.0,0.0,0.0,,,
37335,0.34615384615384615,2.0,0.375,13.0,5.0,1.0,-1.0,0.0,0.0,0.0,,,
37342,0.3076923076923077,1.0,0.25,13.0,5.0,1.0,-1.0,0.0,0.0,0.0,,,
37368,0.15384615384615385,1.0,0.25,13.0,5.0,3.0,-1.0,0.0,0.0,1.0,,,
37390,0.40384615384615385,0.0,0.25,13.0,5.0,5.0,-1.0,0.0,1.0,0.0,,,
37413,0.3846153846153847,2.0,0.25,13.0,5.0,5.0,303.0,2.0,0.0,0.0,,,
37435,0.8076923076923078,1.0,0.25,13.0,5.0,4.0,350.0,6.0,0.0,0.0,,,
37443,0.326923076923077,1.0,0.25,13.0,5.0,2.0,-1.0,0.0,0.0,0.0,,,
37444,0.3076923076923077,0.0,0.625,13.0,5.0,2.0,-1.0,0.0,0.0,0.0,,,
37478,0.3846153846153847,0.0,0.25,13.0,5.0,2.0,-1.0,0.0,1.0,0.0,,,
37494,0.6538461538461539,2.0,0.25,13.0,5.0,3.0,257.0,6.0,0.0,0.0,,,
37498,0.40384615384615385,1.0,0.25,13.0,5.0,3.0,176.0,2.0,0.0,0.0,,,
37512,0.2692307692307693,2.0,0.25,13.0,5.0,2.0,-1.0,0.0,1.0,0.0,,,
37540,0.1923076923076924,1.0,0.875,14.0,5.0,2.0,360.0,3.0,0.0,0.0,,,
37615,0.28846153846153855,2.0,0.25,14.0,5.0,2.0,-1.0,0.0,0.0,0.0,,,
37645,0.1923076923076924,0.0,0.625,14.0,5.0,1.0,-1.0,0.0,0.0,0.0,,,
37660,0.0961538461538462,1.0,0.25,14.0,5.0,1.0,-1.0,0.0,0.0,0.0,,,
37718,0.23076923076923084,1.0,0.25,14.0,5.0,3.0,-1.0,0.0,0.0,0.0,,,
37722,0.1923076923076924,1.0,0.625,14.0,5.0,2.0,-1.0,0.0,0.0,1.0,,,
37758,0.25,2.0,0.25,14.0,5.0,1.0,-1.0,0.0,0.0,0.0,,,
37795,0.46153846153846156,1.0,0.5,14.0,5.0,5.0,-1.0,0.0,0.0,0.0,,,
37806,0.3076923076923077,0.0,0.25,14.0,5.0,1.0,-1.0,0.0,1.0,1.0,,,
37820,0.34615384615384615,0.0,0.25,14.0,5.0,2.0,-1.0,0.0,0.0,0.0,,,
37842,0.326923076923077,2.0,0.75,14.0,5.0,1.0,-1.0,0.0,0.0,0.0,,,
37847,0.34615384615384615,2.0,0.25,14.0,5.0,2.0,303.0,3.0,0.0,0.0,,,
37902,0.25,2.0,0.25,14.0,5.0,3.0,352.0,3.0,0.0,0.0,,,
37991,0.48076923076923084,0.0,0.375,14.0,5.0,2.0,-1.0,0.0,0.0,0.0,,,
38027,0.48076923076923084,1.0,0.25,14.0,5.0,4.0,-1.0,0.0,0.0,0.0,,,
38036,0.1923076923076924,1.0,0.625,14.0,5.0,2.0,-1.0,0.0,0.0,0.0,,,
38058,0.7500000000000001,1.0,0.25,14.0,5.0,5.0,-1.0,0.0,0.0,0.0,,,
38103,0.3076923076923077,1.0,0.5,15.0,5.0,2.0,-1.0,0.0,1.0,0.0,,,
38145,0.25,1.0,0.25,15.0,5.0,1.0,176.0,1.0,0.0,0.0,,,
38147,0.3076923076923077,1.0,0.25,15.0,5.0,2.0,-1.0,0.0,0.0,1.0,,,
38162,0.6346153846153847,2.0,0.25,15.0,5.0,1.0,343.0,7.0,0.0,0.0,,,
38200,0.23076923076923084,0.0,0.25,15.0,5.0,1.0,-1.0,0.0,0.0,0.0,,,
38213,0.1923076923076924,1.0,0.75,15.0,5.0,1.0,-1.0,0.0,0.0,0.0,,,
38226,0.3846153846153847,3.0,0.25,15.0,5.0,2.0,-1.0,0.0,0.0,1.0,,,
38235,0.48076923076923084,1.0,0.125,15.0,5.0,1.0,311.0,2.0,0.0,0.0,,,
38320,0.11538461538461542,1.0,0.5,15.0,5.0,1.0,-1.0,0.0,0.0,0.0,,,
38341,0.11538461538461542,1.0,0.625,15.0,5.0,1.0,-1.0,0.0,0.0,0.0,,,
38459,0.1923076923076924,1.0,0.25,15.0,5.0,4.0,-1.0,0.0,0.0,0.0,,,
38469,0.28846153846153855,1.0,0.375,15.0,5.0,4.0,178.0,3.0,0.0,0.0,,,
38507,0.25,1.0,0.125,15.0,5.0,1.0,352.0,1.0,0.0,1.0,,,
38513,0.23076923076923084,1.0,0.625,15.0,5.0,2.0,297.0,1.0,0.0,0.0,,,
38532,0.3076923076923077,0.0,0.25,15.0,5.0,5.0,-1.0,0.0,0.0,0.0,,,
38567,0.5000000000000001,1.0,0.0,15.0,5.0,5.0,-1.0,0.0,0.0,0.0,,,
38594,0.42307692307692313,1.0,0.875,15.0,5.0,2.0,-1.0,0.0,0.0,0.0,,,
38601,0.42307692307692313,1.0,0.25,15.0,5.0,2.0,-1.0,0.0,0.0,0.0,,,
38628,0.34615384615384615,1.0,0.25,15.0,5.0,4.0,-1.0,0.0,1.0,0.0,,,
38653,0.28846153846153855,1.0,0.875,15.0,5.0,2.0,368.0,2.0,1.0,1.0,,,
38738,0.15384615384615385,1.0,0.25,18.0,5.0,4.0,-1.0,0.0,0.0,0.0,,,
38764,0.21153846153846156,1.0,0.0,18.0,5.0,5.0,-1.0,0.0,0.0,0.0,,,
38786,0.17307692307692313,1.0,0.25,18.0,5.0,5.0,-1.0,0.0,0.0,1.0,,,
38803,0.23076923076923084,1.0,0.25,18.0,5.0,6.0,363.0,9.0,0.0,0.0,,,
38826,0.17307692307692313,1.0,0.25,18.0,5.0,5.0,-1.0,0.0,0.0,1.0,,,
38920,0.17307692307692313,0.0,0.875,18.0,5.0,1.0,-1.0,0.0,0.0,0.0,,,
38987,0.326923076923077,2.0,0.25,18.0,5.0,1.0,-1.0,0.0,0.0,0.0,,,
39050,0.7115384615384616,2.0,0.25,18.0,5.0,1.0,370.0,1.0,1.0,0.0,,,
39113,0.15384615384615385,1.0,0.25,18.0,5.0,4.0,-1.0,0.0,0.0,0.0,,,
39251,0.3076923076923077,0.0,0.125,18.0,5.0,6.0,355.0,1.0,1.0,0.0,,,
39281,0.40384615384615385,1.0,1.0,18.0,5.0,3.0,357.0,4.0,0.0,0.0,,,
39290,0.2692307692307693,1.0,0.875,18.0,5.0,3.0,363.0,2.0,0.0,1.0,,,
39291,0.326923076923077,1.0,0.25,18.0,5.0,2.0,-1.0,0.0,0.0,0.0,,,
39358,0.1923076923076924,1.0,0.25,18.0,5.0,5.0,-1.0,0.0,1.0,1.0,,,
39393,0.6346153846153847,2.0,0.25,22.0,5.0,1.0,-1.0,0.0,0.0,0.0,,,
39397,0.7884615384615384,2.0,0.25,22.0,5.0,1.0,-1.0,0.0,0.0,0.0,,,
39400,0.40384615384615385,2.0,0.25,22.0,5.0,1.0,93.0,3.0,1.0,0.0,,,
39402,0.7884615384615384,1.0,0.25,22.0,5.0,1.0,-1.0,0.0,0.0,0.0,,,
39413,0.326923076923077,2.0,0.25,22.0,5.0,1.0,-1.0,0.0,0.0,0.0,,,
39431,0.42307692307692313,2.0,0.375,22.0,5.0,3.0,-1.0,0.0,0.0,1.0,,,
39447,0.5576923076923077,1.0,0.25,25.0,5.0,1.0,-1.0,0.0,0.0,0.0,,,
39475,0.1923076923076924,2.0,0.25,25.0,5.0,1.0,40.0,2.0,1.0,0.0,,,
39481,0.3653846153846154,1.0,0.25,25.0,5.0,1.0,-1.0,0.0,0.0,1.0,,,
39485,0.3653846153846154,0.0,0.25,25.0,5.0,1.0,-1.0,0.0,0.0,0.0,,,
39499,0.5384615384615385,0.0,0.25,25.0,5.0,2.0,-1.0,0.0,0.0,0.0,,,
39520,0.21153846153846156,1.0,1.0,25.0,5.0,1.0,-1.0,0.0,1.0,0.0,,,
39578,0.8076923076923078,2.0,0.75,26.0,5.0,3.0,358.0,2.0,0.0,0.0,,,
39611,0.3076923076923077,2.0,0.25,26.0,5.0,1.0,-1.0,0.0,0.0,0.0,,,
39612,0.5961538461538463,1.0,0.25,26.0,5.0,1.0,-1.0,0.0,0.0,0.0,,,
39613,0.3076923076923077,2.0,0.25,26.0,5.0,1.0,188.0,1.0,0.0,0.0,,,
39614,0.5384615384615385,2.0,0.25,26.0,5.0,1.0,-1.0,0.0,0.0,0.0,,,
39620,0.3076923076923077,2.0,0.25,26.0,5.0,2.0,98.0,1.0,0.0,0.0,,,
39622,0.3076923076923077,2.0,0.25,26.0,5.0,1.0,-1.0,0.0,0.0,0.0,,,
39635,0.1923076923076924,1.0,0.25,26.0,5.0,1.0,-1.0,0.0,0.0,1.0,,,
39638,0.13461538461538464,3.0,0.625,26.0,5.0,1.0,-1.0,0.0,1.0,0.0,,,
39675,0.11538461538461542,2.0,0.25,27.0,5.0,2.0,-1.0,0.0,1.0,1.0,,,
39687,0.2692307692307693,1.0,0.25,27.0,5.0,2.0,-1.0,0.0,0.0,0.0,,,
39691,0.5192307692307693,2.0,0.25,27.0,5.0,1.0,-1.0,0.0,0.0,0.0,,,
39695,0.15384615384615385,1.0,0.25,27.0,5.0,2.0,-1.0,0.0,0.0,0.0,,,
39708,0.1923076923076924,2.0,0.25,27.0,5.0,2.0,-1.0,0.0,0.0,0.0,,,
39738,0.23076923076923084,1.0,0.25,28.0,5.0,3.0,-1.0,0.0,0.0,1.0,,,
39750,0.7500000000000001,2.0,0.25,28.0,5.0,3.0,-1.0,0.0,0.0,0.0,,,
39757,0.3846153846153847,2.0,0.25,1.0,6.0,1.0,-1.0,0.0,0.0,0.0,,,
39765,0.48076923076923084,2.0,0.25,1.0,6.0,1.0,-1.0,0.0,0.0,0.0,,,
39786,0.5961538461538463,1.0,0.25,1.0,6.0,1.0,-1.0,0.0,1.0,1.0,,,
39794,0.7115384615384616,1.0,0.25,1.0,6.0,1.0,91.0,1.0,0.0,0.0,,,
39795,0.6538461538461539,1.0,0.25,1.0,6.0,1.0,83.0,1.0,0.0,0.0,,,
39804,0.5384615384615385,2.0,0.25,1.0,6.0,2.0,-1.0,0.0,0.0,0.0,,,
39811,0.6923076923076924,1.0,0.25,1.0,6.0,1.0,81.0,2.0,1.0,0.0,,,
39814,0.46153846153846156,2.0,0.25,1.0,6.0,1.0,196.0,1.0,0.0,0.0,,,
39831,0.17307692307692313,1.0,0.25,1.0,6.0,1.0,-1.0,0.0,0.0,0.0,,,
39834,0.6153846153846154,1.0,0.25,1.0,6.0,2.0,-1.0,0.0,0.0,0.0,,,
39842,0.2692307692307693,2.0,0.25,2.0,6.0,1.0,-1.0,0.0,0.0,0.0,,,
39851,0.3653846153846154,1.0,0.25,2.0,6.0,1.0,-1.0,0.0,1.0,1.0,,,
39864,0.42307692307692313,1.0,0.25,2.0,6.0,1.0,28.0,3.0,0.0,0.0,,,
39928,0.28846153846153855,2.0,0.25,2.0,6.0,1.0,-1.0,0.0,0.0,0.0,,,
39933,0.6538461538461539,2.0,0.25,2.0,6.0,3.0,-1.0,0.0,0.0,0.0,,,
39944,0.3076923076923077,1.0,0.25,2.0,6.0,2.0,-1.0,0.0,0.0,1.0,,,
39950,0.730769230769231,1.0,0.25,2.0,6.0,3.0,-1.0,0.0,0.0,0.0,,,
39952,0.6538461538461539,1.0,0.25,2.0,6.0,3.0,-1.0,0.0,1.0,0.0,,,
39967,0.3846153846153847,2.0,0.25,3.0,6.0,3.0,-1.0,0.0,0.0,0.0,,,
39975,0.21153846153846156,0.0,0.875,3.0,6.0,1.0,-1.0,0.0,1.0,0.0,,,
40024,0.17307692307692313,1.0,0.375,3.0,6.0,1.0,-1.0,0.0,0.0,1.0,,,
40032,0.7692307692307693,0.0,0.25,3.0,6.0,3.0,79.0,3.0,0.0,0.0,,,
40070,0.4423076923076924,1.0,0.25,4.0,6.0,2.0,122.0,2.0,1.0,0.0,,,
40078,0.23076923076923084,2.0,0.75,4.0,6.0,1.0,-1.0,0.0,0.0,0.0,,,
40086,0.25,1.0,1.0,4.0,6.0,4.0,-1.0,0.0,1.0,0.0,,,
40120,0.6923076923076924,2.0,0.25,5.0,6.0,4.0,-1.0,0.0,0.0,0.0,,,
40134,0.28846153846153855,2.0,0.25,5.0,6.0,1.0,-1.0,0.0,0.0,0.0,,,
40144,0.7884615384615384,0.0,0.25,5.0,6.0,2.0,-1.0,0.0,1.0,0.0,,,
40152,0.23076923076923084,2.0,0.25,5.0,6.0,2.0,-1.0,0.0,1.0,0.0,,,
40156,0.7884615384615384,1.0,0.25,5.0,6.0,1.0,-1.0,0.0,0.0,0.0,,,
40196,0.3653846153846154,2.0,0.25,8.0,6.0,2.0,97.0,1.0,1.0,0.0,,,
40223,0.3653846153846154,1.0,0.625,12.0,6.0,4.0,318.0,6.0,0.0,0.0,,,
40236,0.5961538461538463,2.0,0.25,12.0,6.0,3.0,-1.0,0.0,0.0,0.0,,,
40241,0.07692307692307698,3.0,0.375,15.0,6.0,4.0,-1.0,0.0,0.0,0.0,,,
40263,0.15384615384615385,2.0,0.25,15.0,6.0,2.0,-1.0,0.0,0.0,0.0,,,
40287,0.1923076923076924,1.0,0.5,15.0,6.0,1.0,-1.0,0.0,0.0,1.0,,,
40292,0.5384615384615385,2.0,0.25,15.0,6.0,4.0,-1.0,0.0,0.0,0.0,,,
40313,0.23076923076923084,2.0,0.5,16.0,6.0,1.0,85.0,1.0,0.0,0.0,,,
40319,0.576923076923077,2.0,0.5,16.0,6.0,2.0,-1.0,0.0,0.0,0.0,,,
40365,0.48076923076923084,0.0,0.25,22.0,6.0,3.0,-1.0,0.0,0.0,0.0,,,
40375,0.9615384615384616,1.0,0.25,22.0,6.0,1.0,-1.0,0.0,1.0,0.0,,,
40377,0.576923076923077,1.0,0.25,23.0,6.0,1.0,89.0,1.0,0.0,1.0,,,
40385,0.6538461538461539,2.0,0.25,30.0,6.0,1.0,64.0,1.0,0.0,1.0,,,
40403,0.15384615384615385,2.0,0.25,1.0,7.0,4.0,-1.0,0.0,1.0,0.0,,,
40436,0.7692307692307693,1.0,0.25,2.0,7.0,2.0,-1.0,0.0,1.0,0.0,,,
40448,0.3076923076923077,2.0,0.25,3.0,7.0,1.0,72.0,1.0,0.0,0.0,,,
40457,0.4423076923076924,0.0,0.25,3.0,7.0,2.0,389.0,1.0,1.0,0.0,,,
40461,0.326923076923077,2.0,0.25,3.0,7.0,1.0,-1.0,0.0,1.0,0.0,,,
40503,0.2692307692307693,2.0,0.25,7.0,7.0,1.0,159.0,1.0,0.0,0.0,,,
40505,0.34615384615384615,2.0,0.75,7.0,7.0,1.0,61.0,3.0,0.0,0.0,,,
40523,0.3846153846153847,3.0,0.25,8.0,7.0,1.0,385.0,1.0,1.0,0.0,,,
40534,0.7115384615384616,1.0,0.25,8.0,7.0,1.0,-1.0,0.0,0.0,0.0,,,
40536,0.48076923076923084,1.0,0.25,8.0,7.0,1.0,-1.0,0.0,0.0,0.0,,,
40550,0.576923076923077,1.0,0.25,8.0,7.0,1.0,-1.0,0.0,0.0,1.0,,,
40575,0.25,1.0,0.625,20.0,7.0,2.0,-1.0,0.0,0.0,0.0,,,
40585,0.7115384615384616,1.0,0.25,27.0,7.0,2.0,-1.0,0.0,0.0,0.0,,,
40593,0.5961538461538463,2.0,0.25,28.0,7.0,5.0,252.0,1.0,0.0,0.0,,,
40601,0.8461538461538461,1.0,0.625,4.0,8.0,1.0,-1.0,0.0,0.0,0.0,,,
40641,0.9230769230769232,2.0,0.25,5.0,8.0,1.0,-1.0,0.0,0.0,0.0,,,
40654,0.3653846153846154,2.0,0.25,6.0,8.0,5.0,-1.0,0.0,0.0,0.0,,,
40668,0.7500000000000001,1.0,0.25,6.0,8.0,1.0,-1.0,0.0,1.0,0.0,,,
40670,0.42307692307692313,2.0,0.25,6.0,8.0,2.0,98.0,6.0,1.0,0.0,,,
40672,0.6730769230769232,1.0,0.25,6.0,8.0,1.0,98.0,2.0,1.0,1.0,,,
40673,0.5000000000000001,1.0,0.25,6.0,8.0,1.0,260.0,1.0,0.0,1.0,,,
40681,0.9230769230769232,2.0,0.625,6.0,8.0,1.0,-1.0,0.0,1.0,0.0,,,
40691,0.7884615384615384,1.0,0.25,7.0,8.0,2.0,63.0,1.0,0.0,0.0,,,
40718,0.3076923076923077,2.0,0.25,7.0,8.0,1.0,99.0,2.0,1.0,0.0,,,
40720,0.15384615384615385,2.0,0.25,7.0,8.0,1.0,-1.0,0.0,0.0,0.0,,,
40734,0.0961538461538462,1.0,0.25,7.0,8.0,1.0,99.0,7.0,1.0,0.0,,,
40739,0.5576923076923077,0.0,0.25,10.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
40746,0.5384615384615385,1.0,0.25,10.0,8.0,1.0,-1.0,0.0,0.0,1.0,,,
40748,0.9038461538461539,2.0,0.25,10.0,8.0,1.0,-1.0,0.0,0.0,0.0,,,
40771,0.6153846153846154,2.0,0.25,10.0,8.0,3.0,130.0,3.0,0.0,0.0,,,
40772,0.2692307692307693,1.0,0.25,10.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
40778,0.15384615384615385,2.0,0.5,10.0,8.0,1.0,102.0,2.0,0.0,0.0,,,
40780,0.5000000000000001,2.0,0.25,10.0,8.0,1.0,-1.0,0.0,0.0,0.0,,,
40781,0.0961538461538462,2.0,0.25,10.0,8.0,1.0,-1.0,0.0,1.0,0.0,,,
40848,0.42307692307692313,1.0,0.25,12.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
40852,0.9230769230769232,0.0,0.25,12.0,8.0,1.0,-1.0,0.0,0.0,0.0,,,
40867,0.1923076923076924,2.0,0.25,12.0,8.0,1.0,79.0,3.0,0.0,0.0,,,
40886,0.826923076923077,2.0,0.5,12.0,8.0,1.0,114.0,3.0,1.0,0.0,,,
40919,0.5384615384615385,1.0,0.25,12.0,8.0,1.0,104.0,3.0,0.0,0.0,,,
40949,0.3846153846153847,1.0,0.25,13.0,8.0,2.0,105.0,1.0,0.0,0.0,,,
40950,0.5576923076923077,1.0,0.75,13.0,8.0,2.0,105.0,6.0,0.0,0.0,,,
40955,0.7692307692307693,0.0,0.25,13.0,8.0,1.0,-1.0,0.0,0.0,0.0,,,
40960,0.2692307692307693,1.0,0.875,13.0,8.0,1.0,127.0,1.0,0.0,1.0,,,
40973,0.9423076923076924,1.0,0.25,13.0,8.0,2.0,188.0,1.0,0.0,0.0,,,
40991,0.11538461538461542,1.0,0.25,13.0,8.0,2.0,-1.0,0.0,0.0,0.0,,,
41011,0.5192307692307693,1.0,0.25,13.0,8.0,1.0,-1.0,0.0,0.0,0.0,,,
41018,0.6153846153846154,1.0,0.25,13.0,8.0,1.0,105.0,2.0,0.0,0.0,,,
41032,0.5961538461538463,2.0,0.375,13.0,8.0,2.0,101.0,4.0,1.0,0.0,,,
41091,0.6923076923076924,1.0,0.25,14.0,8.0,2.0,106.0,6.0,0.0,0.0,,,
41097,0.7115384615384616,2.0,0.25,17.0,8.0,1.0,-1.0,0.0,0.0,0.0,,,
41109,0.15384615384615385,1.0,0.25,17.0,8.0,1.0,82.0,2.0,0.0,0.0,,,
41139,0.7115384615384616,2.0,0.25,18.0,8.0,1.0,-1.0,0.0,1.0,0.0,,,
41143,0.3076923076923077,2.0,0.25,18.0,8.0,1.0,84.0,2.0,1.0,0.0,,,
